phone,email,credit_score,age_group,family_background,income,employment_type,property_type,loan_amount,down_payment,property_search_frequency,budget_tool_usage,listing_saves,email_clicks,whatsapp_interactions,time_to_purchase,emi_affordability,job_stability,intent_score,high_intent
+91-9287955558,lead192@example.com,560,26-35,Married,460455,Salaried,Commercial,2638592,769289,3,2,3,3,3,1,2.18,3.4,61,True
+91-7540137296,lead193@example.com,600,26-35,Married,696138,Self-Employed,Villa,3718030,746519,5,1,3,0,5,0,2.34,6.3,68,True
+91-7551437149,lead194@example.com,655,36-50,Single,979653,Salaried,Apartment,6602195,2033763,1,1,5,1,4,1,1.85,0.3,74,True
+91-9833608204,lead195@example.com,619,36-50,Married,922636,Salaried,Villa,5495640,1751456,1,1,4,5,2,0,2.1,6.1,72,True
+91-9041322270,lead196@example.com,525,26-35,Married with Kids,598436,Self-Employed,Apartment,3084145,923094,1,3,5,1,4,5,2.43,7.3,62,True
+91-9361388464,lead197@example.com,707,26-35,Married with Kids,745367,Self-Employed,Villa,5419404,1741488,3,1,1,3,2,11,1.72,0.5,62,True
+91-7709214891,lead198@example.com,634,51+,Married with Kids,1141880,Salaried,Commercial,7895729,2131857,2,2,7,4,3,12,1.81,10.7,65,True
+91-8138409539,lead199@example.com,730,36-50,Married,1037571,Self-Employed,Apartment,6378048,1840867,4,2,5,3,1,24,2.03,1.6,79,True
+91-9266341635,lead200@example.com,772,26-35,Single,671141,Salaried,Villa,3845217,1341789,1,1,5,3,0,8,2.18,0.2,72,True
+91-9605301030,lead201@example.com,648,51+,Married,1225907,Salaried,Commercial,7842349,1945287,3,1,6,6,3,10,1.95,1.6,74,True
+91-8817363615,lead202@example.com,519,26-35,Single,598531,Salaried,Plot,3584359,1032727,5,2,5,1,6,3,2.09,2.9,71,True
+91-7909666337,lead203@example.com,730,26-35,Married with Kids,1033431,Business Owner,Plot,6909969,2145827,1,2,5,0,6,5,1.87,4.2,80,True
+91-9316259067,lead204@example.com,579,18-25,Married,261656,Salaried,Villa,2041472,721191,7,1,3,1,5,4,1.6,1.2,57,False
+91-9962958940,lead205@example.com,595,26-35,Married with Kids,593036,Salaried,Apartment,3115991,1126509,4,4,5,2,1,10,2.38,2.3,68,True
+91-7863937247,lead206@example.com,644,36-50,Married,1529563,Business Owner,Commercial,11723823,3423220,4,1,4,2,3,11,1.63,24.8,63,True
+91-8338811290,lead207@example.com,626,26-35,Married,487193,Salaried,Apartment,3000815,852381,1,0,5,4,3,1,2.03,7.8,62,True
+91-8713658874,lead208@example.com,647,26-35,Married,515356,Salaried,Plot,2758448,690714,6,0,6,0,2,3,2.34,3.5,62,True
+91-9884873529,lead209@example.com,635,26-35,Married,633483,Salaried,Plot,4484200,1395367,2,3,6,2,4,16,1.77,1.9,56,False
+91-9791205006,lead210@example.com,581,26-35,Single,518449,Salaried,Apartment,3052906,960007,5,1,4,0,4,12,2.12,1.3,54,False
+91-8603828849,lead211@example.com,612,36-50,Single,1017503,Salaried,Apartment,7499404,1826526,6,2,8,3,1,6,1.7,1.3,76,True
+91-8881625505,lead212@example.com,557,26-35,Married with Kids,790729,Salaried,Plot,4166320,1114373,3,2,3,2,3,31,2.37,5.7,48,False
+91-9222971316,lead213@example.com,664,26-35,Married,530269,Salaried,Apartment,3561788,1424150,2,1,6,2,3,36,1.86,0.3,60,True
+91-8939118223,lead214@example.com,634,26-35,Married,661377,Salaried,Apartment,5169427,1866259,4,2,4,0,2,12,1.6,6.7,39,False
+91-7519709079,lead215@example.com,596,26-35,Married with Kids,518528,Salaried,Apartment,2796237,690987,7,2,7,2,3,0,2.32,12.0,87,True
+91-8064746525,lead216@example.com,547,26-35,Married,709210,Salaried,Villa,4131554,1577912,1,2,4,2,4,1,2.15,7.3,70,True
+91-7965067727,lead217@example.com,553,26-35,Married,522967,Salaried,Commercial,3414953,997564,6,1,2,2,4,30,1.91,1.1,53,False
+91-7274989148,lead218@example.com,650,26-35,Married,621522,Salaried,Apartment,3875711,1499443,0,1,3,3,3,3,2.0,7.3,59,False
+91-8452066459,lead219@example.com,733,36-50,Married with Kids,1076175,Self-Employed,Apartment,5821583,1430561,1,3,10,0,4,5,2.31,0.2,90,True
+91-7090341465,lead220@example.com,646,26-35,Married,651177,Salaried,Villa,3331711,795698,5,1,3,0,6,1,2.44,8.9,64,True
+91-9526766690,lead221@example.com,588,26-35,Married,722393,Salaried,Apartment,5358508,1371428,3,0,8,2,4,14,1.69,1.5,49,False
+91-9379074819,lead222@example.com,582,26-35,Married,916847,Self-Employed,Plot,4998500,1932068,2,1,7,6,1,5,2.29,0.5,76,True
+91-7988335251,lead223@example.com,613,26-35,Married with Kids,487726,Salaried,Villa,3371268,1049617,4,1,4,2,3,1,1.81,11.0,45,False
+91-9527331058,lead224@example.com,568,18-25,Single,232471,Freelancer,Villa,1182020,294262,5,3,7,0,3,7,2.46,3.3,59,False
+91-7945826486,lead225@example.com,653,36-50,Married with Kids,854986,Self-Employed,Villa,4954177,1915872,4,1,8,3,1,3,2.16,0.9,86,True
+91-7030884438,lead226@example.com,646,26-35,Married,841361,Business Owner,Apartment,5408415,2154373,3,3,8,2,4,5,1.94,1.0,79,True
+91-7304912982,lead227@example.com,598,26-35,Married with Kids,450596,Salaried,Apartment,2452307,790455,6,4,2,1,4,6,2.3,2.8,53,False
+91-9710566582,lead228@example.com,672,36-50,Married with Kids,1028510,Salaried,Villa,5645194,2046285,5,0,3,1,0,9,2.28,0.4,69,True
+91-7252860896,lead229@example.com,590,26-35,Married,478519,Salaried,Commercial,3010139,1128807,1,3,4,4,2,30,1.99,0.9,44,False
+91-7983297492,lead230@example.com,576,26-35,Married,521234,Self-Employed,Apartment,3994351,831293,4,3,2,3,3,1,1.63,0.7,63,True
+91-7289482182,lead231@example.com,539,26-35,Single,990188,Business Owner,Commercial,5646227,1185460,4,3,5,2,6,9,2.19,15.2,84,True
+91-7134917627,lead232@example.com,693,26-35,Married,710321,Salaried,Villa,3763631,1207504,1,2,2,3,2,4,2.36,5.2,62,True
+91-8419179580,lead233@example.com,630,18-25,Single,471825,Business Owner,Villa,2931715,799544,3,2,5,0,3,6,2.01,5.1,59,False
+91-7304330003,lead234@example.com,645,26-35,Single,476135,Salaried,Villa,3037890,725112,1,2,3,0,4,12,1.96,0.6,23,False
+91-9208283728,lead235@example.com,586,26-35,Married with Kids,1108868,Business Owner,Commercial,6293517,1582311,4,3,4,2,0,12,2.2,4.7,75,True
+91-8022222125,lead236@example.com,581,26-35,Single,767134,Salaried,Apartment,4804326,1884658,3,3,4,1,3,4,2.0,4.7,65,True
+91-8196050747,lead237@example.com,618,36-50,Married,765411,Salaried,Plot,4988515,1556764,5,1,5,2,1,7,1.92,22.6,53,False
+91-9873237671,lead238@example.com,671,26-35,Single,783707,Self-Employed,Apartment,6141930,1730706,4,4,5,1,2,16,1.59,0.0,69,True
+91-9084839399,lead239@example.com,641,36-50,Married with Kids,863714,Self-Employed,Villa,6067928,1720194,2,2,4,3,4,5,1.78,1.2,69,True
+91-7920140090,lead240@example.com,566,26-35,Married,456464,Salaried,Commercial,2896368,764951,5,4,7,2,0,4,1.97,2.0,52,False
+91-9315992115,lead241@example.com,648,26-35,Married with Kids,557516,Salaried,Apartment,2908391,667448,2,4,4,2,6,5,2.4,6.9,67,True
+91-7568275055,lead242@example.com,746,51+,Single,1664200,Salaried,Commercial,10729553,2346891,4,0,8,4,0,9,1.94,7.2,82,True
+91-9452611418,lead243@example.com,593,18-25,Married,306697,Salaried,Apartment,2043275,789044,0,2,5,0,2,19,1.88,1.2,32,False
+91-9474810179,lead244@example.com,695,36-50,Single,918836,Self-Employed,Apartment,5871522,1878218,2,1,5,3,1,14,1.96,3.2,60,True
+91-9030106617,lead245@example.com,581,26-35,Single,819204,Self-Employed,Villa,4893365,1305760,0,3,3,4,3,12,2.09,3.9,71,True
+91-8043665192,lead246@example.com,559,18-25,Married with Kids,264130,Salaried,Apartment,1405430,483316,2,1,3,3,3,3,2.35,9.7,52,False
+91-9031403296,lead247@example.com,631,26-35,Single,643841,Salaried,Apartment,3524940,1026223,5,0,6,3,3,1,2.28,1.1,69,True
+91-8748309234,lead248@example.com,522,18-25,Single,272386,Salaried,Villa,1654348,333666,1,5,2,3,3,6,2.06,0.8,64,True
+91-7817804383,lead249@example.com,555,26-35,Married,902523,Business Owner,Villa,6908621,2179007,2,0,7,0,0,2,1.63,9.1,58,False
+91-7405126228,lead250@example.com,603,18-25,Single,257361,Salaried,Villa,1348258,523231,4,3,4,2,3,11,2.39,6.5,57,False
+91-7416314667,lead251@example.com,705,51+,Single,1513990,Self-Employed,Apartment,10610110,3886640,1,2,3,0,4,28,1.78,2.2,70,True
+91-9830309370,lead252@example.com,643,26-35,Married with Kids,609815,Self-Employed,Villa,3435103,1159892,4,3,3,1,3,0,2.22,7.7,59,False
+91-8851350739,lead253@example.com,666,36-50,Married,1256122,Self-Employed,Apartment,8679904,2120045,6,3,7,0,2,15,1.81,1.3,86,True
+91-8521696479,lead254@example.com,751,51+,Married with Kids,1113591,Salaried,Apartment,5904548,2016430,0,1,5,1,3,17,2.36,0.9,63,True
+91-8819256337,lead255@example.com,652,26-35,Married,576472,Salaried,Apartment,4323437,1080823,4,1,5,5,2,4,1.67,4.4,83,True
+91-8765670844,lead256@example.com,709,36-50,Married with Kids,965917,Salaried,Apartment,5404917,1615884,6,2,4,2,3,9,2.23,4.7,88,True
+91-9005855667,lead257@example.com,554,36-50,Single,945967,Salaried,Commercial,5071155,1727771,3,2,6,2,3,7,2.33,2.4,77,True
+91-7232663462,lead258@example.com,603,26-35,Single,782080,Self-Employed,Apartment,5793403,1722253,3,1,1,1,2,3,1.69,8.3,40,False
+91-9892078691,lead259@example.com,569,36-50,Married,950395,Salaried,Apartment,6683095,1723680,1,1,5,1,2,6,1.78,2.4,53,False
+91-9806569935,lead260@example.com,635,26-35,Married,661317,Salaried,Apartment,3688659,809748,4,2,6,1,2,4,2.24,2.0,63,True
+91-9775320897,lead261@example.com,566,26-35,Married with Kids,799116,Self-Employed,Commercial,6056957,1516437,3,2,3,3,1,4,1.65,4.1,68,True
+91-7422701550,lead262@example.com,646,26-35,Married,563138,Salaried,Apartment,3808720,1407167,1,0,4,4,4,0,1.85,1.1,56,False
+91-7260329455,lead263@example.com,603,26-35,Married,497674,Salaried,Apartment,3079229,799782,4,2,3,5,6,6,2.02,1.0,61,True
+91-8729245242,lead264@example.com,596,26-35,Married with Kids,715782,Self-Employed,Plot,4967434,1818113,0,2,3,1,1,3,1.8,2.2,47,False
+91-8457293575,lead265@example.com,561,36-50,Married with Kids,1131747,Salaried,Apartment,8183252,2587114,2,2,6,1,3,9,1.73,6.1,60,True
+91-7469306919,lead266@example.com,651,26-35,Married,1015121,Business Owner,Commercial,6852071,2108223,2,1,5,0,4,2,1.85,2.1,73,True
+91-8067970820,lead267@example.com,629,51+,Married,1129692,Salaried,Apartment,8571319,3362528,2,2,5,1,3,4,1.65,14.5,71,True
+91-7822873088,lead268@example.com,576,18-25,Married with Kids,311562,Salaried,Commercial,2400423,609891,4,1,3,2,3,1,1.62,13.1,51,False
+91-7816941039,lead269@example.com,668,36-50,Single,946351,Salaried,Apartment,5115135,1502470,5,1,5,3,4,37,2.31,12.8,82,True
+91-9303329764,lead270@example.com,549,26-35,Married with Kids,575063,Salaried,Apartment,3802461,777606,5,3,8,3,2,6,1.89,2.7,77,True
+91-8926780541,lead271@example.com,621,18-25,Married,306967,Self-Employed,Plot,1981736,611180,4,1,4,1,3,4,1.94,1.9,51,False
+91-7602078388,lead272@example.com,642,36-50,Married with Kids,1022960,Salaried,Villa,7386738,2279313,4,2,8,0,3,0,1.73,0.9,81,True
+91-8811967841,lead273@example.com,628,18-25,Married with Kids,300439,Salaried,Plot,2109883,515441,0,1,8,2,2,1,1.78,2.7,40,False
+91-7788075126,lead274@example.com,604,26-35,Married,457604,Salaried,Apartment,2501838,940902,2,3,4,1,1,1,2.29,6.2,47,False
+91-8196342297,lead275@example.com,626,18-25,Married with Kids,305454,Salaried,Villa,1816523,394890,1,2,1,4,4,4,2.1,6.8,46,False
+91-8986972437,lead276@example.com,571,26-35,Single,836911,Self-Employed,Plot,5255616,1985697,5,2,5,1,2,48,1.99,1.5,72,True
+91-8072910527,lead277@example.com,565,26-35,Married,754523,Salaried,Villa,4007666,900580,2,1,5,0,4,12,2.35,0.7,52,False
+91-7323775634,lead278@example.com,655,26-35,Single,389016,Salaried,Apartment,3051131,687340,4,3,6,1,2,8,1.59,0.7,69,True
+91-8903232052,lead279@example.com,582,26-35,Married,468725,Freelancer,Villa,3423378,712411,1,2,6,1,2,8,1.71,1.2,48,False
+91-9363629219,lead280@example.com,701,26-35,Married,609452,Salaried,Apartment,4772439,994462,3,2,5,0,2,9,1.6,3.3,62,True
+91-7420514789,lead281@example.com,598,18-25,Married,337059,Self-Employed,Villa,2307803,467448,4,1,1,1,1,3,1.83,0.7,42,False
+91-7217275224,lead282@example.com,663,26-35,Married,658807,Salaried,Apartment,4726689,1605294,1,3,1,2,7,7,1.74,4.0,68,True
+91-9800940984,lead283@example.com,602,26-35,Single,632554,Salaried,Villa,4246059,1296806,0,2,5,1,3,26,1.86,2.5,52,False
+91-9321807489,lead284@example.com,629,26-35,Married,580055,Salaried,Plot,4403670,1569048,3,1,7,2,5,0,1.65,4.5,66,True
+91-7063384488,lead285@example.com,539,26-35,Married,579423,Salaried,Villa,4209288,1387966,2,4,4,1,4,10,1.72,2.9,67,True
+91-7400560567,lead286@example.com,677,36-50,Married,1306619,Salaried,Villa,7656764,2093294,1,1,2,3,3,0,2.13,29.0,70,True
+91-8015242176,lead287@example.com,635,36-50,Married,1143629,Business Owner,Apartment,8621087,2992755,1,2,2,4,0,3,1.66,6.9,65,True
+91-7714300770,lead288@example.com,704,51+,Married with Kids,1282198,Salaried,Apartment,7921682,2383445,3,0,9,2,2,3,2.02,19.5,86,True
+91-8745535098,lead289@example.com,650,26-35,Single,466051,Salaried,Villa,2734233,594011,5,1,6,2,8,39,2.13,2.7,66,True
+91-9085812759,lead290@example.com,707,36-50,Married with Kids,736983,Freelancer,Apartment,4278686,1520308,4,1,7,2,2,16,2.15,2.8,63,True
+91-9067418686,lead291@example.com,721,51+,Married with Kids,1845011,Self-Employed,Apartment,10724848,2757630,2,0,4,0,2,6,2.15,3.6,70,True
+91-7918037633,lead292@example.com,666,36-50,Married with Kids,965509,Salaried,Commercial,5097759,1772774,6,1,7,0,4,0,2.37,4.4,84,True
+91-8722454917,lead293@example.com,715,36-50,Married with Kids,935421,Salaried,Plot,6012726,1349957,4,0,9,1,0,6,1.94,1.4,66,True
+91-7251837136,lead294@example.com,585,26-35,Married with Kids,649549,Salaried,Apartment,3500501,1017773,4,1,4,2,2,0,2.32,2.7,65,True
+91-7707111048,lead295@example.com,568,18-25,Married with Kids,370523,Self-Employed,Villa,2098829,634695,8,1,6,1,4,9,2.21,1.4,68,True
+91-8627677155,lead296@example.com,719,36-50,Married with Kids,721218,Salaried,Plot,4000604,1554075,3,4,7,1,5,2,2.25,10.5,92,True
+91-7009257255,lead297@example.com,612,26-35,Married with Kids,774791,Self-Employed,Villa,4324874,1111365,6,0,4,2,3,12,2.24,7.3,64,True
+91-8676848676,lead298@example.com,674,26-35,Married,522921,Salaried,Commercial,2627326,530327,2,2,3,1,3,0,2.49,3.2,73,True
+91-8139038460,lead299@example.com,713,26-35,Married,530428,Salaried,Commercial,3291284,1282995,6,2,3,1,1,3,2.01,3.2,83,True
+91-8954246074,lead300@example.com,487,18-25,Married with Kids,327636,Self-Employed,Apartment,2253721,516721,2,3,3,5,5,23,1.82,6.4,49,False
+91-8225136114,lead301@example.com,596,18-25,Married,341275,Self-Employed,Plot,1712143,406229,1,1,5,2,5,7,2.49,1.0,55,False
+91-8816803306,lead302@example.com,693,26-35,Married,692386,Salaried,Apartment,3854551,1132802,3,3,5,3,3,7,2.25,1.0,73,True
+91-9991837720,lead303@example.com,595,26-35,Married,469742,Salaried,Apartment,3693744,824203,5,4,8,0,1,3,1.59,2.1,56,False
+91-9387006772,lead304@example.com,559,36-50,Married with Kids,954450,Salaried,Apartment,5186051,1176135,4,2,5,1,0,8,2.3,0.9,69,True
+91-9842715617,lead305@example.com,678,36-50,Married with Kids,844490,Salaried,Apartment,4846372,1844924,5,1,4,2,2,0,2.18,5.5,92,True
+91-9090237817,lead306@example.com,631,26-35,Single,843688,Business Owner,Apartment,5442450,1633875,1,3,3,1,4,20,1.94,6.6,56,False
+91-7664847319,lead307@example.com,616,18-25,Married,306728,Self-Employed,Apartment,2253828,656007,2,3,3,3,2,14,1.7,10.3,37,False
+91-7815605132,lead308@example.com,631,26-35,Married,671592,Business Owner,Apartment,4855957,1487853,5,1,5,1,2,1,1.73,10.1,60,True
+91-8274350418,lead309@example.com,638,36-50,Married with Kids,1131341,Salaried,Commercial,6288556,1415756,2,4,2,0,5,0,2.25,13.5,81,True
+91-7935018220,lead310@example.com,558,26-35,Single,527322,Salaried,Plot,3020580,1203201,3,4,5,3,4,14,2.18,13.9,77,True
+91-7251183830,lead311@example.com,587,18-25,Single,312173,Salaried,Apartment,1574880,398301,7,0,9,5,4,8,2.48,7.8,58,False
+91-9487560384,lead312@example.com,622,26-35,Married,826961,Self-Employed,Villa,4538116,1811177,1,3,7,4,3,6,2.28,1.2,80,True
+91-9328710672,lead313@example.com,609,26-35,Married with Kids,871266,Business Owner,Villa,5707239,1442063,2,0,7,3,2,10,1.91,10.2,59,False
+91-7261810763,lead314@example.com,645,36-50,Single,1069410,Self-Employed,Villa,5824397,1815330,3,1,6,1,4,9,2.3,0.3,69,True
+91-8346922426,lead315@example.com,585,26-35,Married with Kids,851002,Business Owner,Villa,5099771,1295134,4,1,7,3,2,0,2.09,29.9,76,True
+91-7245522987,lead316@example.com,692,51+,Single,1457116,Salaried,Apartment,11441038,3739509,5,1,3,2,5,4,1.59,1.0,83,True
+91-7215359682,lead317@example.com,723,36-50,Single,1513102,Self-Employed,Plot,10874817,4192916,2,0,2,1,1,15,1.74,0.5,57,False
+91-9509023674,lead318@example.com,728,51+,Married with Kids,1138424,Self-Employed,Villa,8744175,2258650,3,1,3,5,4,2,1.63,0.9,86,True
+91-9047791082,lead319@example.com,617,26-35,Single,660921,Self-Employed,Villa,5077309,1966282,4,1,5,0,4,3,1.63,0.5,69,True
+91-9159725924,lead320@example.com,696,26-35,Married with Kids,1139609,Business Owner,Apartment,6522692,1523885,5,1,3,2,1,5,2.18,0.8,85,True
+91-9281169403,lead321@example.com,694,36-50,Single,1283720,Business Owner,Apartment,9044448,3606024,3,0,4,3,6,3,1.77,0.4,88,True
+91-7676168421,lead322@example.com,720,36-50,Married,1218149,Salaried,Apartment,7824142,2177719,2,2,4,0,5,3,1.95,2.4,80,True
+91-7244295904,lead323@example.com,601,36-50,Married with Kids,1238105,Salaried,Apartment,6259506,2364394,4,1,3,2,0,5,2.47,18.6,74,True
+91-9181106786,lead324@example.com,679,26-35,Single,654882,Salaried,Commercial,3893389,1200627,2,2,6,5,3,7,2.1,1.9,82,True
+91-7344076115,lead325@example.com,676,51+,Single,1314967,Self-Employed,Apartment,10264180,2076988,3,5,5,1,5,6,1.6,1.4,88,True
+91-7798112150,lead326@example.com,644,51+,Married with Kids,1022228,Salaried,Apartment,7009703,1603387,1,2,7,4,5,7,1.82,3.8,68,True
+91-7294296873,lead327@example.com,606,36-50,Single,881634,Salaried,Apartment,5503342,1356827,4,1,5,1,6,10,2.0,5.8,71,True
+91-9555656321,lead328@example.com,640,18-25,Married with Kids,272828,Salaried,Apartment,1446294,472585,4,2,8,5,3,22,2.36,10.1,70,True
+91-7291889680,lead329@example.com,631,26-35,Single,791676,Self-Employed,Villa,5126448,1201423,1,2,6,4,2,7,1.93,2.8,70,True
+91-9900015820,lead330@example.com,648,26-35,Married with Kids,861711,Business Owner,Apartment,4522934,1485128,3,2,12,3,1,4,2.38,5.6,82,True
+91-8010193046,lead331@example.com,728,51+,Single,1204848,Salaried,Apartment,7918397,2489702,4,1,5,0,1,33,1.9,4.9,62,True
+91-8734202799,lead332@example.com,562,26-35,Single,631101,Salaried,Apartment,3470829,1061122,2,0,2,3,2,9,2.27,2.0,62,True
+91-7514909066,lead333@example.com,617,26-35,Married with Kids,521724,Salaried,Villa,3671222,1375650,4,1,6,0,2,5,1.78,6.7,68,True
+91-9446737272,lead334@example.com,670,36-50,Married with Kids,838337,Salaried,Commercial,4592287,1318344,5,3,3,5,7,10,2.28,2.6,98,True
+91-8057486868,lead335@example.com,616,26-35,Married,626017,Salaried,Apartment,3392124,1205403,4,2,5,1,5,3,2.31,2.5,73,True
+91-9486438403,lead336@example.com,579,26-35,Married with Kids,830487,Business Owner,Apartment,4876814,1574987,6,2,7,3,4,16,2.13,14.0,83,True
+91-9553440342,lead337@example.com,724,26-35,Married with Kids,716499,Salaried,Villa,4593844,962840,3,0,4,1,0,8,1.95,10.4,45,False
+91-7170689150,lead338@example.com,716,36-50,Single,834895,Salaried,Apartment,4920489,1432763,2,1,8,1,3,9,2.12,5.4,80,True
+91-9660223333,lead339@example.com,648,26-35,Married with Kids,600204,Self-Employed,Commercial,3417126,1031291,4,1,7,1,2,4,2.2,1.8,61,True
+91-7352116052,lead340@example.com,625,26-35,Married with Kids,893661,Business Owner,Apartment,6093500,1898448,3,3,7,3,1,0,1.83,2.9,81,True
+91-8800557283,lead341@example.com,668,26-35,Married with Kids,665934,Salaried,Commercial,3499570,853889,0,3,3,2,1,10,2.38,0.3,69,True
+91-9823396242,lead342@example.com,666,51+,Married with Kids,1455816,Salaried,Apartment,9881764,3249846,4,2,4,2,4,2,1.84,1.5,89,True
+91-9506853388,lead343@example.com,617,26-35,Married with Kids,720907,Self-Employed,Apartment,5483137,1416378,5,2,6,2,1,20,1.64,0.1,61,True
+91-9427631155,lead344@example.com,749,36-50,Married,1088877,Salaried,Apartment,6361928,2430538,3,2,4,2,3,7,2.14,0.8,81,True
+91-9245334677,lead345@example.com,541,26-35,Married,628543,Self-Employed,Villa,4036148,1141843,2,1,3,2,3,11,1.95,0.7,60,True
+91-8358798143,lead346@example.com,682,36-50,Married,849070,Salaried,Plot,4777436,1696129,3,0,3,1,1,21,2.22,1.3,60,True
+91-8119980130,lead347@example.com,625,18-25,Married with Kids,503026,Business Owner,Apartment,3802309,1000050,4,1,6,4,4,1,1.65,0.3,79,True
+91-7877286584,lead348@example.com,609,18-25,Married with Kids,423247,Self-Employed,Villa,2726053,1019768,4,1,4,3,7,18,1.94,3.6,33,False
